ID,LONG,LAT,rA,rB,rC,rD,rE,rF,rG,rH,rI,rAa,rAb,rCa,rCb,rAc,rBc,rCc,rHl,rHu
149982,94.292900,32.507850,2,3,3,2,2,2,3,3,3,2,2,3,3,3,2,2,1,3
149983,94.825500,32.507850,2,3,2,2,1,2,3,3,3,2,2,2,1,3,2,3,1,3
149984,95.358100,32.507850,2,3,2,2,1,2,3,3,3,2,2,2,1,3,2,3,1,3
149985,95.890700,32.507850,2,3,2,2,1,2,3,3,3,2,2,2,1,3,2,3,1,3
149986,96.423300,32.507850,2,3,3,2,2,2,3,3,3,2,2,3,3,3,2,2,1,3
149987,96.955900,32.507850,2,3,3,2,2,2,3,3,3,2,2,3,3,3,2,2,1,3
149988,97.488500,32.507850,2,3,0,2,2,2,3,3,3,2,2,0,3,3,2,1,1,3
149989,98.021100,32.507850,2,3,3,2,2,2,3,3,0,2,2,3,3,3,2,2,1,3
149990,98.553700,32.507850,2,3,2,2,2,2,3,3,0,2,2,2,1,3,2,3,1,3
149991,99.086300,32.507850,2,3,2,2,2,2,3,3,0,2,2,2,1,3,2,3,1,3
149992,99.619000,32.507850,2,3,2,2,2,2,3,3,0,2,2,2,1,3,2,3,1,3
149993,100.151600,32.507850,2,3,2,2,2,2,3,3,3,2,2,2,1,3,2,3,1,3
149994,100.684200,32.507850,2,3,2,2,1,2,3,3,0,2,2,2,1,3,2,3,1,3
149995,101.216800,32.507850,2,3,1,2,1,2,0,3,0,2,2,1,1,3,2,0,1,3
149996,101.749400,32.507850,2,3,1,2,1,2,0,3,0,2,2,1,1,3,2,0,1,3
149997,102.282000,32.507850,2,3,2,2,1,2,0,0,0,2,2,1,2,3,2,3,2,0
149998,102.814600,32.507850,2,3,2,2,1,2,0,0,0,2,2,1,2,3,2,3,2,0
149999,103.347200,32.507850,2,3,2,2,1,2,0,0,0,2,2,1,2,3,2,3,2,0
150000,103.879800,32.507850,2,3,2,2,1,2,0,0,2,2,2,1,2,3,2,3,2,0
150001,104.412400,32.507850,2,3,1,2,1,2,2,2,2,2,2,1,1,3,2,0,2,2
150002,104.945000,32.507850,2,1,2,2,3,2,2,2,2,2,2,1,2,3,0,3,2,2
150003,105.477600,32.507850,0,1,2,2,3,2,2,2,2,0,0,1,2,1,0,3,2,2
150004,106.010200,32.507850,2,1,2,2,3,2,2,2,2,2,2,1,2,3,0,3,2,2
150005,106.542900,32.507850,2,3,2,2,3,2,2,2,2,2,2,1,2,3,2,3,2,2
150006,107.075500,32.507850,2,3,2,2,3,2,2,2,2,2,2,1,2,3,2,3,2,2
150007,107.608100,32.507850,2,1,2,2,3,2,2,2,2,2,2,1,2,3,0,3,2,2
150008,108.140700,32.507850,2,1,2,2,3,2,2,2,2,2,2,1,2,3,0,3,2,2
150009,108.673300,32.507850,2,1,2,2,3,2,2,2,2,2,2,1,2,3,0,3,2,2
150010,109.205900,32.507850,2,1,2,2,3,2,2,2,2,2,2,1,2,3,0,3,2,2
150011,109.738500,32.507850,2,1,2,2,3,2,2,2,2,2,2,1,2,3,0,3,2,2
150012,110.271100,32.507850,2,3,2,2,3,2,2,2,2,2,2,1,2,3,2,3,2,2
150013,110.803700,32.507850,2,1,2,2,3,2,2,2,2,2,2,1,2,3,0,3,2,2
150014,111.336300,32.507850,2,2,2,2,3,2,2,2,2,2,2,1,2,3,3,3,2,2
150015,111.868900,32.507850,3,2,2,2,0,2,2,2,2,3,0,1,2,2,3,3,2,2
150016,112.401500,32.507850,3,2,2,2,0,2,2,2,2,3,0,1,2,2,3,3,2,2
150017,112.934100,32.507850,1,2,2,2,0,2,2,2,2,1,2,1,2,0,3,3,2,2
150018,113.466800,32.507850,1,2,2,2,0,2,2,2,2,1,2,1,2,0,3,3,2,2
150019,113.999400,32.507850,1,2,2,2,0,2,2,2,2,1,2,1,2,0,3,3,2,2
150020,114.532000,32.507850,1,2,2,1,0,2,2,2,2,1,2,1,2,0,3,3,2,2
150021,115.064600,32.507850,3,2,2,1,0,2,2,2,2,3,0,1,2,2,3,3,2,2
150028,118.792800,32.507850,2,2,2,1,0,2,2,2,1,2,2,1,2,3,3,3,2,2
150029,119.325400,32.507850,2,2,2,1,0,2,2,2,1,2,2,1,2,3,3,3,2,2
150030,119.858000,32.507850,2,2,2,1,0,2,2,2,1,2,2,1,2,3,3,3,2,2
150031,120.390600,32.507850,2,2,2,1,0,2,2,2,1,2,2,1,2,3,3,3,2,2
150032,120.923300,32.507850,2,2,2,1,0,2,2,2,1,2,2,1,2,3,3,3,2,2
150616,70.678800,32.058690,3,2,0,3,2,2,0,0,2,3,0,3,0,2,3,1,0,2
150617,71.208700,32.058690,3,2,0,3,2,2,0,0,2,3,0,3,0,2,3,1,0,2
150618,71.738700,32.058690,3,2,0,3,2,2,0,0,2,3,0,3,0,2,3,1,0,2
150619,72.268700,32.058690,3,2,0,3,2,2,0,0,2,3,0,3,0,2,3,1,0,2
150627,76.508500,32.058690,3,2,2,3,2,0,1,1,1,0,3,2,1,2,3,3,1,1
150628,77.038500,32.058690,2,2,1,2,2,2,1,3,2,2,2,1,1,3,3,0,1,3
150629,77.568500,32.058690,2,3,3,2,1,2,2,0,2,2,2,3,3,3,2,2,2,0
150630,78.098400,32.058690,2,3,3,2,1,1,1,3,2,2,2,3,3,3,2,2,1,3
150631,78.628400,32.058690,2,3,3,2,2,2,1,3,1,2,2,3,3,3,2,2,1,3
150632,79.158400,32.058690,2,3,3,2,2,2,3,3,3,2,2,3,3,3,2,2,1,3
150633,79.688400,32.058690,2,3,3,2,2,2,3,3,3,2,2,3,3,3,2,2,1,3
150634,80.218300,32.058690,2,3,3,2,2,2,3,3,3,2,2,3,3,3,2,2,1,3
150635,80.748300,32.058690,2,3,3,2,2,2,3,3,3,2,2,3,3,3,2,2,1,3
150636,81.278300,32.058690,2,3,3,2,2,2,3,3,3,2,2,3,3,3,2,2,1,3
150637,81.808300,32.058690,2,3,3,2,2,2,3,3,3,2,2,3,3,3,2,2,1,3
150638,82.338200,32.058690,2,3,3,2,2,2,3,3,3,2,2,3,3,3,2,2,1,3
150639,82.868200,32.058690,2,3,3,2,2,2,3,3,3,2,2,3,3,3,2,2,1,3
150640,83.398200,32.058690,2,3,3,2,2,2,3,3,3,2,2,3,3,3,2,2,1,3
150641,83.928200,32.058690,2,3,3,2,2,2,3,3,3,2,2,3,3,3,2,2,1,3
150642,84.458200,32.058690,2,3,3,2,2,2,3,3,3,2,2,3,3,3,2,2,1,3
150643,84.988100,32.058690,2,3,3,2,2,2,3,3,3,2,2,3,3,3,2,2,1,3
150644,85.518100,32.058690,2,3,3,2,2,2,3,3,3,2,2,3,3,3,2,2,1,3
150645,86.048100,32.058690,2,3,3,1,2,2,3,3,3,2,2,3,3,3,2,2,1,3
150646,86.578100,32.058690,2,3,3,1,2,2,3,3,3,2,2,3,3,3,2,2,1,3
150647,87.108000,32.058690,2,3,3,1,2,2,3,3,3,2,2,3,3,3,2,2,1,3
150648,87.638000,32.058690,2,3,3,1,2,2,3,3,3,2,2,3,3,3,2,2,1,3
150649,88.168000,32.058690,2,3,3,1,2,2,3,3,3,2,2,3,3,3,2,2,1,3
150650,88.698000,32.058690,2,3,3,1,2,2,3,3,3,2,2,3,3,3,2,2,1,3
150651,89.227900,32.058690,2,3,3,1,2,2,3,3,3,2,2,3,3,3,2,2,1,3
150652,89.757900,32.058690,2,3,3,1,2,2,3,3,3,2,2,3,3,3,2,2,1,3
150653,90.287900,32.058690,2,3,3,1,2,2,3,3,3,2,2,3,3,3,2,2,1,3
150654,90.817900,32.058690,2,3,3,1,2,2,3,3,3,2,2,3,3,3,2,2,1,3
150655,91.347800,32.058690,2,3,3,1,2,2,3,3,3,2,2,3,3,3,2,2,1,3
150656,91.877800,32.058690,2,3,3,1,2,2,3,3,3,2,2,3,3,3,2,2,1,3
150657,92.407800,32.058690,2,3,3,2,2,2,3,3,3,2,2,3,3,3,2,2,1,3
150658,92.937800,32.058690,2,3,3,2,2,2,3,3,3,2,2,3,3,3,2,2,1,3
150659,93.467700,32.058690,2,3,1,2,1,2,3,3,3,2,2,1,1,3,2,0,1,3
150660,93.997700,32.058690,2,3,2,2,1,2,3,3,3,2,2,2,1,3,2,3,1,3
150661,94.527700,32.058690,2,3,2,2,1,2,3,3,3,2,2,2,1,3,2,3,1,3
150662,95.057700,32.058690,2,3,2,2,1,2,3,3,3,2,2,2,1,3,2,3,1,3
150663,95.587700,32.058690,2,3,1,2,2,2,3,3,3,2,2,1,1,3,2,0,1,3
150664,96.117600,32.058690,2,3,1,2,2,2,3,3,0,2,2,1,1,3,2,0,1,3
150665,96.647600,32.058690,2,3,3,2,2,2,3,3,3,2,2,3,3,3,2,2,1,3
150666,97.177600,32.058690,2,3,3,2,2,2,3,3,3,2,2,3,3,3,2,2,1,3
150667,97.707600,32.058690,2,3,0,2,2,2,3,3,3,2,2,0,3,3,2,1,1,3
150668,98.237500,32.058690,2,3,1,2,2,2,3,3,0,2,2,1,1,3,2,0,1,3
150669,98.767500,32.058690,2,3,1,2,2,2,3,3,0,2,2,1,1,3,2,0,1,3
150670,99.297500,32.058690,2,3,2,2,2,2,3,3,0,2,2,2,1,3,2,3,1,3
150671,99.827500,32.058690,2,3,2,2,2,2,3,3,0,2,2,2,1,3,2,3,1,3
150672,100.357400,32.058690,2,3,1,2,1,2,0,3,0,2,2,1,1,3,2,0,1,3
150673,100.887400,32.058690,2,3,1,2,1,2,0,3,0,2,2,1,1,3,2,0,1,3
150674,101.417400,32.058690,2,3,1,2,1,2,0,3,0,2,2,1,1,3,2,0,1,3
150675,101.947400,32.058690,2,3,2,2,1,2,0,0,0,2,2,1,2,3,2,3,2,0
150676,102.477300,32.058690,2,3,2,2,1,2,0,0,0,2,2,1,2,3,2,3,2,0
150677,103.007300,32.058690,2,3,1,2,1,2,0,3,2,2,2,1,1,3,2,0,1,3
150678,103.537300,32.058690,2,3,1,2,1,2,0,3,0,2,2,1,1,3,2,0,1,3
150679,104.067300,32.058690,2,3,1,2,1,2,2,0,2,2,2,1,1,3,2,0,2,0
150680,104.597200,32.058690,2,1,2,2,3,2,2,2,2,2,2,1,2,3,0,3,2,2
150681,105.127200,32.058690,0,1,2,2,3,2,2,2,2,0,0,1,2,1,0,3,2,2
150682,105.657200,32.058690,0,2,2,2,0,2,2,2,2,0,0,1,2,1,3,3,2,2
150683,106.187200,32.058690,2,2,2,2,3,2,2,2,2,2,2,1,2,3,3,3,2,2
150684,106.717200,32.058690,2,1,2,2,3,2,2,2,2,2,2,1,2,3,0,3,2,2
150685,107.247100,32.058690,2,1,2,2,3,2,2,2,2,2,2,1,2,3,0,3,2,2
150686,107.777100,32.058690,2,1,2,2,3,2,2,2,2,2,2,1,2,3,0,3,2,2
150687,108.307100,32.058690,2,1,2,2,3,2,2,2,2,2,2,1,2,3,0,3,2,2
150688,108.837100,32.058690,2,3,2,2,3,2,2,0,2,2,2,1,2,3,2,3,2,0
150689,109.367000,32.058690,2,3,2,2,3,2,2,0,2,2,2,1,2,3,2,3,2,0
150690,109.897000,32.058690,2,1,2,2,3,2,2,2,2,2,2,1,2,3,0,3,2,2
150691,110.427000,32.058690,2,1,2,2,3,2,2,2,2,2,2,1,2,3,0,3,2,2
150692,110.957000,32.058690,2,2,2,2,3,2,2,2,2,2,2,1,2,3,3,3,2,2
150693,111.486900,32.058690,2,2,2,2,3,2,2,2,2,2,2,1,2,3,3,3,2,2
150694,112.016900,32.058690,3,2,2,2,3,1,2,2,1,3,0,1,2,2,3,3,2,2
150695,112.546900,32.058690,3,2,2,2,0,2,2,2,2,3,0,1,2,2,3,3,2,2
150696,113.076900,32.058690,3,2,2,2,0,2,2,2,2,3,0,1,2,2,3,3,2,2
150697,113.606800,32.058690,1,2,2,2,0,2,2,2,2,1,2,1,2,0,3,3,2,2
150698,114.136800,32.058690,1,2,2,2,0,2,2,2,2,1,2,1,2,0,3,3,2,2
150699,114.666800,32.058690,3,2,2,1,0,2,2,2,2,3,0,1,2,2,3,3,2,2
150700,115.196800,32.058690,3,2,2,1,0,2,2,2,2,3,0,1,2,2,3,3,2,2
150701,115.726700,32.058690,3,2,2,1,0,2,2,2,2,3,0,1,2,2,3,3,2,2
150707,118.906600,32.058690,0,2,2,1,0,2,2,2,1,0,0,1,2,1,3,3,2,2
150708,119.436600,32.058690,0,2,2,1,0,2,2,2,1,0,0,1,2,1,3,3,2,2
150709,119.966600,32.058690,2,2,2,1,0,2,2,2,1,2,2,1,2,3,3,3,2,2
150711,121.026500,32.058690,2,2,2,1,0,2,2,2,1,2,2,1,2,3,3,3,2,2
151299,71.043900,31.609530,3,2,0,3,2,2,0,0,2,3,3,0,3,2,3,1,0,2
151300,71.571300,31.609530,3,2,0,3,2,2,0,0,2,3,0,3,0,2,3,1,0,2
151301,72.098700,31.609530,3,2,0,3,2,2,0,0,2,3,0,3,0,2,3,1,0,2
151309,76.317900,31.609530,3,2,2,3,2,3,2,2,1,0,3,2,2,2,3,3,2,2
151310,76.845300,31.609530,3,1,2,3,2,2,1,1,1,0,3,2,1,2,0,3,1,1
151311,77.372700,31.609530,1,1,2,1,2,2,1,1,1,2,1,2,1,0,0,3,1,1
151312,77.900100,31.609530,2,1,1,2,2,2,1,1,1,2,2,1,1,3,0,0,1,1
151313,78.427500,31.609530,2,1,3,2,2,2,1,1,2,2,2,3,3,3,0,2,1,1
151314,78.954900,31.609530,2,3,3,2,1,2,1,3,3,2,2,3,3,3,2,2,1,3
151315,79.482300,31.609530,2,3,3,2,2,2,1,3,1,2,2,3,3,3,2,2,1,3
151316,80.009700,31.609530,2,3,3,2,2,2,3,3,3,2,2,3,3,3,2,2,1,3
151317,80.537100,31.609530,2,3,3,2,2,2,3,3,3,2,2,3,3,3,2,2,1,3
151318,81.064500,31.609530,2,3,3,2,2,2,3,3,3,2,2,3,3,3,2,2,1,3
151319,81.591900,31.609530,2,3,3,2,2,2,3,3,3,2,2,3,3,3,2,2,1,3
151320,82.119300,31.609530,2,3,3,0,2,2,3,3,3,2,2,3,3,3,2,2,1,3
151321,82.646700,31.609530,2,3,3,2,2,2,3,3,3,2,2,3,3,3,2,2,1,3
151322,83.174100,31.609530,2,3,3,2,2,2,3,3,3,2,2,3,3,3,2,2,1,3
151323,83.701500,31.609530,2,3,3,2,2,2,3,3,3,2,2,3,3,3,2,2,1,3
151324,84.229000,31.609530,2,3,3,2,2,2,3,3,3,2,2,3,3,3,2,2,1,3
151325,84.756400,31.609530,2,3,3,2,2,2,3,3,3,2,2,3,3,3,2,2,1,3
151326,85.283800,31.609530,2,3,3,2,2,2,3,3,3,2,2,3,3,3,2,2,1,3
151327,85.811200,31.609530,2,3,3,2,2,2,3,3,3,2,2,3,3,3,2,2,1,3
151328,86.338600,31.609530,2,3,3,2,2,2,3,3,3,2,2,3,3,3,2,2,1,3
151329,86.866000,31.609530,2,3,3,2,2,2,3,3,3,2,2,3,3,3,2,2,1,3
151330,87.393400,31.609530,2,3,3,2,2,2,3,3,3,2,2,3,3,3,2,2,1,3
151331,87.920800,31.609530,2,3,3,1,2,2,3,3,3,2,2,3,3,3,2,2,1,3
151332,88.448200,31.609530,2,3,3,1,2,2,3,3,3,2,2,3,3,3,2,2,1,3
151333,88.975600,31.609530,2,3,3,1,2,2,3,3,3,2,2,3,3,3,2,2,1,3
151334,89.503000,31.609530,2,3,3,1,2,2,3,3,3,2,2,3,3,3,2,2,1,3
151335,90.030400,31.609530,2,3,3,1,2,2,3,3,3,2,2,3,3,3,2,2,1,3
151336,90.557800,31.609530,2,3,3,1,2,2,3,3,3,2,2,3,3,3,2,2,1,3
151337,91.085200,31.609530,2,3,3,1,2,2,3,3,3,2,2,3,3,3,2,2,1,3
151338,91.612600,31.609530,2,3,3,2,2,2,3,3,3,2,2,3,3,3,2,2,1,3
151339,92.140000,31.609530,2,3,3,2,2,2,3,3,3,2,2,3,3,3,2,2,1,3
151340,92.667400,31.609530,2,3,3,2,2,2,3,3,3,2,2,3,3,3,2,2,1,3
151341,93.194800,31.609530,2,3,3,2,1,2,3,3,3,2,2,3,3,3,2,2,1,3
151342,93.722200,31.609530,2,3,3,2,1,2,3,3,3,2,2,3,3,3,2,2,1,3
151343,94.249600,31.609530,2,3,2,2,1,2,3,3,3,2,2,2,1,3,2,3,1,3
151344,94.777000,31.609530,2,3,1,2,2,2,3,3,0,2,2,1,1,3,2,0,1,3
151345,95.304400,31.609530,2,3,1,2,2,2,3,3,3,2,2,1,1,3,2,0,1,3
151346,95.831800,31.609530,2,3,1,2,2,2,3,3,0,2,2,1,1,3,2,0,1,3
151347,96.359200,31.609530,2,3,1,2,2,2,3,3,0,2,2,1,1,3,2,0,1,3
151348,96.886600,31.609530,2,3,3,2,2,2,3,3,0,2,2,3,3,3,2,2,1,3
151349,97.414000,31.609530,2,3,3,2,2,2,3,3,3,2,2,3,3,3,2,2,1,3
151350,97.941400,31.609530,2,3,0,2,2,2,3,3,3,2,2,0,3,3,2,1,1,3
151351,98.468800,31.609530,2,3,1,2,2,2,3,3,0,2,2,1,1,3,2,0,1,3
151352,98.996200,31.609530,2,3,1,2,2,2,3,3,0,2,2,1,1,3,2,0,1,3
151353,99.523600,31.609530,2,3,2,2,2,2,3,3,0,2,2,2,1,3,2,3,1,3
151354,100.051000,31.609530,2,3,1,2,2,2,3,3,2,2,2,1,1,3,2,0,1,3
151355,100.578400,31.609530,2,3,1,2,1,2,0,3,0,2,2,1,1,3,2,0,1,3
151356,101.105900,31.609530,2,3,1,2,1,2,0,3,0,2,2,1,1,3,2,0,1,3
151357,101.633300,31.609530,2,3,1,2,1,2,0,3,0,2,2,1,1,3,2,0,1,3
151358,102.160700,31.609530,2,3,2,2,1,2,0,0,0,2,2,1,2,3,2,3,2,0
151359,102.688100,31.609530,2,3,1,2,1,2,0,3,0,2,2,1,1,3,2,0,1,3
151360,103.215500,31.609530,2,3,1,2,1,2,2,3,2,2,2,1,1,3,2,0,1,3
151361,103.742900,31.609530,2,3,1,2,1,2,2,1,2,2,2,1,1,3,2,0,1,1
151362,104.270300,31.609530,2,1,2,2,3,2,2,2,2,2,2,1,2,3,0,3,2,2
151363,104.797700,31.609530,0,2,2,2,3,2,2,2,2,0,0,1,2,1,3,3,2,2
151364,105.325100,31.609530,3,2,2,2,3,1,2,2,1,3,0,1,2,2,3,3,2,2
151365,105.852500,31.609530,3,2,2,2,3,1,2,2,1,3,0,1,2,2,3,3,2,2
151366,106.379900,31.609530,3,2,2,2,0,2,2,2,2,3,0,1,2,2,3,3,2,2
151367,106.907300,31.609530,0,1,2,2,3,2,2,2,2,0,0,1,2,1,0,3,2,2
151368,107.434700,31.609530,0,1,2,2,3,2,2,2,2,0,0,1,2,1,0,3,2,2
151369,107.962100,31.609530,2,1,2,2,3,2,2,2,2,2,2,1,2,3,0,3,2,2
151370,108.489500,31.609530,2,3,2,2,3,2,2,2,2,2,2,1,2,3,2,3,2,2
151371,109.016900,31.609530,2,3,2,2,3,2,2,0,2,2,2,1,2,3,2,3,2,0
151372,109.544300,31.609530,2,3,2,2,3,2,2,2,2,2,2,1,2,3,2,3,2,2
151373,110.071700,31.609530,2,3,2,2,3,2,2,2,2,2,2,1,2,3,2,3,2,2
151374,110.599100,31.609530,2,3,2,2,3,2,2,2,2,2,2,1,2,3,2,3,2,2
151375,111.126500,31.609530,2,2,2,2,3,2,2,2,2,2,2,1,2,3,3,3,2,2
151376,111.653900,31.609530,1,0,2,2,3,1,2,2,1,1,2,1,2,0,1,3,2,2
151377,112.181300,31.609530,3,2,2,2,3,1,2,2,1,3,0,1,2,2,3,3,2,2
151378,112.708700,31.609530,1,2,2,2,3,1,2,2,1,1,2,1,2,0,3,3,2,2
151379,113.236100,31.609530,3,2,2,2,0,2,2,2,2,3,0,1,2,2,3,3,2,2
151380,113.763500,31.609530,3,2,2,2,0,2,2,2,2,3,0,1,2,2,3,3,2,2
151381,114.290900,31.609530,3,2,2,2,0,2,2,2,2,3,0,1,2,2,3,3,2,2
151382,114.818300,31.609530,1,2,2,1,0,2,2,2,2,1,2,1,2,0,3,3,2,2
151383,115.345700,31.609530,1,2,2,2,0,2,2,2,2,1,2,1,2,0,3,3,2,2
151384,115.873100,31.609530,1,2,2,1,0,2,2,2,2,1,2,1,2,0,3,3,2,2
151385,116.400500,31.609530,3,2,2,1,0,2,2,2,2,3,0,1,2,2,3,3,2,2
151389,118.510200,31.609530,0,2,2,1,0,2,2,2,1,0,0,1,2,1,3,3,2,2
151390,119.037600,31.609530,0,2,2,1,0,2,2,2,1,0,0,1,2,1,3,3,2,2
151391,119.565000,31.609530,0,2,2,1,0,2,2,2,1,0,0,1,2,1,3,3,2,2
151392,120.092400,31.609530,0,2,2,1,0,2,2,2,1,0,0,1,2,1,3,3,2,2
151393,120.619800,31.609530,2,2,2,1,0,2,2,2,1,2,2,1,2,3,3,3,2,2
151394,121.147200,31.609530,0,2,2,1,0,2,2,2,1,0,0,1,2,1,3,3,2,2
151984,70.895900,31.160380,3,2,0,3,2,2,0,0,2,3,3,0,3,2,3,1,0,2
151985,71.420800,31.160380,3,2,0,3,2,2,0,0,2,3,0,3,0,2,3,1,0,2
151986,71.945700,31.160380,3,2,0,3,2,2,0,0,2,3,0,3,0,2,3,1,0,2
151987,72.470600,31.160380,3,2,0,3,2,2,0,0,2,3,0,3,0,2,3,1,0,2
151992,75.095000,31.160380,3,2,2,3,2,1,0,0,2,3,3,2,2,2,3,3,0,2
151993,75.619900,31.160380,3,2,2,3,2,1,0,0,2,3,3,2,2,2,3,3,0,2
151994,76.144800,31.160380,3,2,2,3,2,3,0,0,1,0,3,2,2,2,3,3,0,2
151995,76.669700,31.160380,3,2,2,3,2,3,0,0,1,0,3,2,2,2,3,3,0,2
151996,77.194600,31.160380,3,1,2,1,2,2,1,1,1,0,3,2,1,2,0,3,1,1
151997,77.719500,31.160380,3,2,2,2,2,1,2,2,2,0,3,2,2,2,3,3,2,2
151998,78.244400,31.160380,2,2,1,1,2,2,1,3,2,2,2,1,1,3,3,0,1,3
151999,78.769200,31.160380,2,0,2,2,1,2,2,0,0,2,2,1,2,3,1,3,2,0
152000,79.294100,31.160380,2,0,1,3,2,2,1,3,3,2,2,1,1,3,1,0,1,3
152001,79.819000,31.160380,2,3,1,2,2,2,1,3,3,2,2,1,1,3,2,0,1,3
152002,80.343900,31.160380,2,3,1,2,2,2,1,3,3,2,2,1,1,3,2,0,1,3
152003,80.868800,31.160380,2,3,1,2,2,2,3,3,3,2,2,1,1,3,2,0,1,3
152004,81.393700,31.160380,2,3,3,0,2,2,1,3,3,2,2,3,3,3,2,2,1,3
152005,81.918600,31.160380,2,3,3,2,2,2,3,3,3,2,2,3,3,3,2,2,1,3
152006,82.443500,31.160380,2,3,3,0,2,2,3,3,3,2,2,3,3,3,2,2,1,3
152007,82.968300,31.160380,2,3,3,2,2,2,3,3,3,2,2,3,3,3,2,2,1,3
152008,83.493200,31.160380,2,3,3,0,2,2,3,3,3,2,2,3,3,3,2,2,1,3
152009,84.018100,31.160380,2,3,3,2,2,2,3,3,3,2,2,3,3,3,2,2,1,3
152010,84.543000,31.160380,2,3,3,2,2,2,3,3,3,2,2,3,3,3,2,2,1,3
152011,85.067900,31.160380,2,3,3,2,2,2,3,3,3,2,2,3,3,3,2,2,1,3
152012,85.592800,31.160380,2,3,3,2,2,2,3,3,3,2,2,3,3,3,2,2,1,3
152013,86.117700,31.160380,2,3,3,2,2,2,3,3,3,2,2,3,3,3,2,2,1,3
152014,86.642500,31.160380,2,3,3,2,2,2,3,3,3,2,2,3,3,3,2,2,1,3
152015,87.167400,31.160380,2,3,3,2,2,2,3,3,3,2,2,3,3,3,2,2,1,3
152016,87.692300,31.160380,2,3,3,2,2,2,3,3,3,2,2,3,3,3,2,2,1,3
152017,88.217200,31.160380,2,3,3,2,2,2,3,3,3,2,2,3,3,3,2,2,1,3
152018,88.742100,31.160380,2,3,3,2,2,2,3,3,3,2,2,3,3,3,2,2,1,3
152019,89.267000,31.160380,2,3,3,2,2,2,3,3,3,2,2,3,3,3,2,2,1,3
152020,89.791900,31.160380,2,3,3,2,2,2,3,3,3,2,2,3,3,3,2,2,1,3
152021,90.316800,31.160380,2,3,3,2,2,2,3,3,3,2,2,3,3,3,2,2,1,3
152022,90.841600,31.160380,2,3,3,2,2,2,3,3,3,2,2,3,3,3,2,2,1,3
152023,91.366500,31.160380,2,3,3,2,2,2,3,3,3,2,2,3,3,3,2,2,1,3
152024,91.891400,31.160380,2,3,3,2,2,2,3,3,3,2,2,3,3,3,2,2,1,3
152025,92.416300,31.160380,2,3,3,2,1,2,3,3,3,2,2,3,3,3,2,2,1,3
152026,92.941200,31.160380,2,3,3,2,1,2,3,3,3,2,2,3,3,3,2,2,1,3
152027,93.466100,31.160380,2,3,3,2,1,2,3,3,3,2,2,3,3,3,2,2,1,3
152028,93.991000,31.160380,2,3,3,2,2,2,3,3,3,2,2,3,3,3,2,2,1,3
152029,94.515900,31.160380,2,3,1,2,2,2,3,3,0,2,2,1,1,3,2,0,1,3
152030,95.040700,31.160380,2,3,1,2,2,2,3,3,0,2,2,1,1,3,2,0,1,3
152031,95.565600,31.160380,2,3,1,2,2,2,3,3,0,2,2,1,1,3,2,0,1,3
152032,96.090500,31.160380,2,3,1,2,2,2,3,3,0,2,2,1,1,3,2,0,1,3
152033,96.615400,31.160380,2,3,1,2,2,2,3,3,0,2,2,1,1,3,2,0,1,3
152034,97.140300,31.160380,2,3,3,2,2,2,3,3,2,2,2,3,3,3,2,2,1,3
152035,97.665200,31.160380,2,3,3,2,2,2,3,3,0,2,2,3,3,3,2,2,1,3
152036,98.190100,31.160380,2,3,3,2,2,2,3,3,3,2,2,3,3,3,2,2,1,3
152037,98.714900,31.160380,2,3,1,2,2,2,3,3,3,2,2,1,1,3,2,0,1,3
152038,99.239800,31.160380,2,3,1,2,2,2,3,3,0,2,2,1,1,3,2,0,1,3
152039,99.764700,31.160380,2,3,1,2,2,2,3,3,0,2,2,1,1,3,2,0,1,3
152040,100.289600,31.160380,2,3,1,2,1,2,3,3,0,2,2,1,1,3,2,0,1,3
152041,100.814500,31.160380,2,3,1,2,1,2,0,3,2,2,2,1,1,3,2,0,1,3
152042,101.339400,31.160380,2,3,1,2,1,2,0,3,0,2,2,1,1,3,2,0,1,3
152043,101.864300,31.160380,2,3,1,2,1,2,0,3,2,2,2,1,1,3,2,0,1,3
152044,102.389200,31.160380,2,3,2,2,1,2,0,0,0,2,2,1,2,3,2,3,2,0
152045,102.914000,31.160380,2,3,1,2,1,2,2,3,0,2,2,1,1,3,2,0,1,3
152046,103.438900,31.160380,2,3,1,2,1,2,2,3,2,2,2,1,1,3,2,0,1,3
152047,103.963800,31.160380,0,2,2,2,3,1,2,2,2,0,0,1,2,1,3,3,2,2
152048,104.488700,31.160380,0,2,2,2,3,1,2,2,2,0,0,1,2,1,3,3,2,2
152049,105.013600,31.160380,3,2,2,2,3,1,2,2,1,3,0,1,2,2,3,3,2,2
152050,105.538500,31.160380,3,2,2,2,3,1,2,2,1,3,0,1,2,2,3,3,2,2
152051,106.063400,31.160380,3,2,2,2,3,1,2,2,1,3,0,1,2,2,3,3,2,2
152052,106.588300,31.160380,3,2,2,2,3,1,2,2,1,3,0,1,2,2,3,3,2,2
152053,107.113100,31.160380,3,2,2,2,3,1,2,2,1,3,0,1,2,2,3,3,2,2
152054,107.638000,31.160380,3,2,2,2,3,1,2,2,1,3,0,1,2,2,3,3,2,2
152055,108.162900,31.160380,0,2,2,2,3,2,2,2,2,0,0,1,2,1,3,3,2,2
152056,108.687800,31.160380,0,2,2,2,3,2,2,2,2,0,0,1,2,1,3,3,2,2
152057,109.212700,31.160380,0,1,2,2,3,2,2,2,2,0,0,1,2,1,0,3,2,2
